Country,Continent,Year,CO2 emission (Tons),Area (km2),% of World,Density(km2),Per capita electricity (kWh),Population (in Thousands),GDP (USD Millions),Import % of GDP,Export (USD 2024 Valuation),GDP_missing,EC_missing,Import_missing,Export_missing
Jamaica,North America,1991,189080123,10991,0,257/km²,2234.371,2411867,4106207649,51.39145014,2061617580,0,1,0,0
Jamaica,North America,1992,196788854,10991,0,257/km²,2234.371,2434574,3535460090,63.21978269,2201691650,0,1,0,0
Jamaica,North America,1993,204789812,10991,0,257/km²,2234.371,2459062,5440075676,38.75790218,2398215528,0,1,0,0
Jamaica,North America,1994,212978422,10991,0,257/km²,2234.371,2484182,5452558947,55.84718658,3029414344,0,1,0,0
Jamaica,North America,1995,222151828,10991,0,257/km²,2234.371,2509372,6577520643,56.37600152,3372676723,0,1,0,0
Jamaica,North America,1996,231839450,10991,0,257/km²,2234.371,2532894,7393891921,52.47433123,3345729494,0,1,0,0
Jamaica,North America,1997,241907637,10991,0,257/km²,2234.371,2554954,8400041724,48.39558976,3409513268,0,1,0,0
Jamaica,North America,1998,251601672,10991,0,257/km²,2234.371,2576567,8787195622,46.04199619,3377181943,0,1,0,0
Jamaica,North America,1999,261559860,10991,0,257/km²,2234.371,2596271,8887057997,45.19513981,3469205912,0,1,0,0
Jamaica,North America,2000,271873850,10991,0,257/km²,2343.664,2612205,9005064475,50.72296035,3493068625,0,0,0,0
Jamaica,North America,2001,282450290,10991,0,257/km²,2342.067,2625405,9194727831,49.26357753,3270027448,0,0,0,0
Jamaica,North America,2002,292652870,10991,0,257/km²,2422.889,2638244,9719009495,49.08480411,3184137159,0,0,0,0
Jamaica,North America,2003,303319930,10991,0,257/km²,2482.109,2651027,9430234811,51.53716185,3452736098,0,0,0,0
Jamaica,North America,2004,313894153,10991,0,257/km²,2493.599,2664024,10174664854,51.77407931,3819978692,0,0,0,0
Jamaica,North America,2005,324310692,10991,0,257/km²,2550.715,2676863,11243865778,55.21465822,3966075213,0,0,0,0
Jamaica,North America,2006,335887902,10991,0,257/km²,2555.208,2689660,11930179090,60.61407356,4787762836,0,0,0,0
Jamaica,North America,2007,346637133,10991,0,257/km²,2024.038,2701221,12799600047,61.51573114,5085113542,0,0,0,0
Jamaica,North America,2008,357416768,10991,0,257/km²,1436.085,2711373,13709401520,71.63409675,5750176380,0,0,0,0
Jamaica,North America,2009,365350556,10991,0,257/km²,1449.654,2722401,12120458115,52.40552812,4179085017,0,0,0,0
Jamaica,North America,2010,373027851,10991,0,257/km²,1413.19,2733896,13220549908,49.58513369,4142694564,0,0,0,0
Jamaica,North America,2011,381283456,10991,0,257/km²,1420.735,2746169,14444661522,53.45320633,4386643486,0,0,0,0
Jamaica,North America,2012,389196285,10991,0,257/km²,1380.874,2759817,14807086556,51.85636689,4469328281,0,0,0,0
Jamaica,North America,2013,397688526,10991,0,257/km²,1371.374,2773129,14264205153,52.6836888,4361406704,0,0,0,0
Jamaica,North America,2014,405385980,10991,0,257/km²,1353.967,2784543,13899217722,53.48637366,4344148372,0,0,0,0
Jamaica,North America,2015,413381366,10991,0,257/km²,1345.793,2794445,14188936958,46.19585618,4245566252,0,0,0,0
Jamaica,North America,2016,421544798,10991,0,257/km²,1415.388,2802695,14077096714,44.64174676,4478410915,0,0,0,0
Jamaica,North America,2017,429342344,10991,0,257/km²,1419.102,2808376,14808985171,48.86610995,5132359257,0,0,0,0
Jamaica,North America,2018,437381146,10991,0,257/km²,1420.391,2811835,15730792836,51.41405776,6066399083,0,0,0,0
Jamaica,North America,2019,445426200,10991,0,257/km²,1421.49,2813773,15830766571,52.07452689,6021403156,0,0,0,0
Jamaica,North America,2020,452855654,10991,0,257/km²,2234.371,2820436,13812421803,38.61732798,8681096447,0,1,1,1
Japan,Asia,1990,28813782159,377930,0.002,328/km²,7080.023,123478000,3.1859E+12,9.285617818,3.20186E+11,0,0,0,0
Japan,Asia,1991,29983474014,377930,0.002,328/km²,7294.523,123964000,3.64807E+12,8.143276541,3.50804E+11,0,0,0,0
Japan,Asia,1992,31162870078,377930,0.002,328/km²,7314.909,124425000,3.9807E+12,7.499783799,3.78895E+11,0,0,0,0
Japan,Asia,1993,32335209549,377930,0.002,328/km²,7367.132,124829000,4.53694E+12,6.809425135,4.04419E+11,0,0,0,0
Japan,Asia,1994,33562482561,377930,0.002,328/km²,7810.143,125178000,4.9988E+12,6.970479106,4.41885E+11,0,0,0,0
Japan,Asia,1995,34802102393,377930,0.002,328/km²,7999.653,125472000,5.54556E+12,7.573634501,4.88923E+11,0,0,0,0
Japan,Asia,1996,36053633246,377930,0.002,328/km²,8131.899,125757000,4.92339E+12,8.938123142,4.58651E+11,0,0,0,0
Japan,Asia,1997,37298414419,377930,0.002,328/km²,8313.036,126057000,4.49245E+12,9.399821984,4.66482E+11,0,0,0,0
Japan,Asia,1998,38503407901,377930,0.002,328/km²,8336.095,126400000,4.09836E+12,8.629380124,4.25156E+11,0,0,0,0
Japan,Asia,1999,39745019393,377930,0.002,328/km²,8475.421,126631000,4.63598E+12,8.320091715,4.54583E+11,0,0,0,0
Japan,Asia,2000,41009394035,377930,0.002,328/km²,7955.182,126843000,4.96836E+12,9.098877381,5.19864E+11,0,0,0,0
Japan,Asia,2001,42259160302,377930,0.002,328/km²,7805.921,127149000,4.37471E+12,9.482804509,4.40831E+11,0,0,0,0
Japan,Asia,2002,43538280443,377930,0.002,328/km²,7930.758,127445000,4.18285E+12,9.591676459,4.54067E+11,0,0,0,0
Japan,Asia,2003,44825748189,377930,0.002,328/km²,7851.357,127718000,4.51956E+12,9.860323691,5.18204E+11,0,0,0,0
Japan,Asia,2004,46108609790,377930,0.002,328/km²,8059.87,127761000,4.89312E+12,10.8780888,6.25647E+11,0,0,0,0
Japan,Asia,2005,47398980851,377930,0.002,328/km²,8139.481,127773000,4.83147E+12,12.41405886,6.6751E+11,0,0,0,0
Japan,Asia,2006,48666342725,377930,0.002,328/km²,8273.527,127854000,4.60166E+12,14.35900205,7.205E+11,0,0,0,0
Japan,Asia,2007,49969476902,377930,0.002,328/km²,8590.779,128001000,4.57975E+12,15.52745068,7.91799E+11,0,0,0,0
Japan,Asia,2008,51201790632,377930,0.002,328/km²,8018.382,128063000,5.10668E+12,16.89393316,8.80164E+11,0,0,0,0
Japan,Asia,2009,52365003563,377930,0.002,328/km²,7795.002,128047000,5.28949E+12,11.97060079,6.56932E+11,0,0,0,0
Japan,Asia,2010,53579819796,377930,0.002,328/km²,8646.684,128070000,5.75907E+12,13.57996924,8.59167E+11,0,0,0,0
Japan,Asia,2011,54844685895,377930,0.002,328/km²,8610.291,127833000,6.23315E+12,15.42049847,9.20914E+11,0,0,0,0
Japan,Asia,2012,56150695737,377930,0.002,328/km²,8070.129,127629000,6.27236E+12,16.0561363,9.04147E+11,0,0,0,0
Japan,Asia,2013,57466038395,377930,0.002,328/km²,8156.422,127445000,5.21233E+12,18.19461192,8.22722E+11,0,0,0,0
Japan,Asia,2014,58729767154,377930,0.002,328/km²,7940.386,127276000,4.89699E+12,20.01277922,8.52991E+11,0,0,0,0
Japan,Asia,2015,59953163599,377930,0.002,328/km²,7791.739,127141000,4.44493E+12,17.99064852,7.75052E+11,0,0,0,0
Japan,Asia,2016,61156881479,377930,0.002,328/km²,7790.7,127076000,5.00368E+12,15.25227761,8.03489E+11,0,0,0,0
Japan,Asia,2017,62345004321,377930,0.002,328/km²,7785.621,126972000,4.93084E+12,16.83177447,8.67405E+11,0,0,0,0
Japan,Asia,2018,63488462197,377930,0.002,328/km²,7766.797,126811000,5.04088E+12,18.2949862,9.23235E+11,0,0,0,0
Japan,Asia,2019,64594391532,377930,0.002,328/km²,7507.342,126633000,5.11799E+12,17.75289168,8.93782E+11,0,0,0,0
Japan,Asia,2020,65625166916,377930,0.002,328/km²,7446.253,126261000,5.05559E+12,15.79727763,7.85058E+11,0,0,0,0
Jordan,Asia,1990,130089450,89342,0.001,126/km²,2234.371,3480587,4160087508,89.61283546,2489182055,0,1,0,0
Jordan,Asia,1991,139993361,89342,0.001,126/km²,2234.371,3666379,4344467193,79.87153482,2493295303,0,1,0,0
Jordan,Asia,1992,151977560,89342,0.001,126/km²,2234.371,3866887,5310833194,81.41203468,2667772992,0,1,0,0
Jordan,Asia,1993,163751846,89342,0.001,126/km²,2234.371,4075759,5606400222,80.15010555,2821988710,0,1,0,0
Jordan,Asia,1994,177001413,89342,0.001,126/km²,2234.371,4278166,6236295978,70.4739311,2984831258,0,1,0,0
Jordan,Asia,1995,190209476,89342,0.001,126/km²,2234.371,4458195,6727597032,72.86147581,3479594749,0,1,0,0
Jordan,Asia,1996,204034894,89342,0.001,126/km²,2234.371,4608676,6927503526,78.18022437,3663187588,0,1,0,0
Jordan,Asia,1997,218108951,89342,0.001,126/km²,2234.371,4733665,7245839210,71.48951395,3568401834,0,1,0,0
Jordan,Asia,1998,232362018,89342,0.001,126/km²,2234.371,4844403,7912270804,64.25729794,3544310014,0,1,0,0
Jordan,Asia,1999,246628683,89342,0.001,126/km²,2234.371,4950775,8149929478,61.15958846,3529798449,0,1,0,0
Jordan,Asia,2000,261828887,89342,0.001,126/km²,1353.836,5056174,8460789845,68.50150866,3538928068,0,0,0,0
Jordan,Asia,2001,277438404,89342,0.001,126/km²,1359.723,5163310,8975814653,67.15118563,3781896040,0,0,0,0
Jordan,Asia,2002,293858841,89342,0.001,126/km²,1438.029,5275532,9582510578,66.61760377,4544146685,0,0,0,0
Jordan,Asia,2003,310841017,89342,0.001,126/km²,1383.384,5396117,10195627645,68.33455531,4829901269,0,0,0,0
Jordan,Asia,2004,329511712,89342,0.001,126/km²,1510.992,5532423,11411706629,82.43211509,5955712271,0,0,0,0
Jordan,Asia,2005,349948505,89342,0.001,126/km²,1574.441,5678534,12588998590,94.20431119,6634978843,0,0,0,0
Jordan,Asia,2006,370474895,89342,0.001,126/km²,1745.025,6075548,15056981664,87.87305394,8111847673,0,0,0,0
Jordan,Asia,2007,391911393,89342,0.001,126/km²,1954.087,6473457,17110437236,91.75933329,9279830748,0,0,0,0
Jordan,Asia,2008,412629390,89342,0.001,126/km²,1984.475,6632873,22658715989,84.8624294,12700322827,0,0,0,0
Jordan,Asia,2009,433966082,89342,0.001,126/km²,1946.659,6780493,24537876056,67.07652648,11060563380,0,0,0,0
Jordan,Asia,2010,454581407,89342,0.001,126/km²,1913.335,6931258,27133804225,67.22553505,12752112676,0,0,0,0
Jordan,Asia,2011,475825167,89342,0.001,126/km²,1797.128,7109980,29524149155,72.14910187,13743661972,0,0,0,0
Jordan,Asia,2012,499638968,89342,0.001,126/km²,1928.741,7211863,31634561690,72.62960228,14307042254,0,0,0,0
Jordan,Asia,2013,523452120,89342,0.001,126/km²,1904.927,7694814,34454440141,70.15592442,14228169014,0,0,0,0
Jordan,Asia,2014,549347142,89342,0.001,126/km²,1925.465,8658026,36847643521,67.80489783,15525352113,0,0,0,0
Jordan,Asia,2015,574903362,89342,0.001,126/km²,1929.328,9494246,38587017887,58.8134752,14101408451,0,0,0,0
Jordan,Asia,2016,599248984,89342,0.001,126/km²,1939.739,9964656,39892551127,54.32550783,13721126761,0,0,0,0
Jordan,Asia,2017,624810262,89342,0.001,126/km²,2000.029,10215381,41608435915,55.36187737,14440845070,0,0,0,0
Jordan,Asia,2018,650069892,89342,0.001,126/km²,1945.158,10459865,43370860704,52.83614986,15235211268,0,0,0,0
Jordan,Asia,2019,675814875,89342,0.001,126/km²,1954.697,10698683,44502816901,49.15023578,16319718310,0,0,0,0
Jordan,Asia,2020,701302305,89342,0.001,126/km²,2234.371,10928721,43700383099,38.61732798,8681096447,0,1,1,1
Kazakhstan,Asia,1990,7230561885,2724900,0.018,7/km²,5333.23,16348000,26932016270,38.61732798,8681096447,0,0,1,1
Kazakhstan,Asia,1991,7502256712,2724900,0.018,7/km²,5251.84,16451711,24923076923,38.61732798,8681096447,0,0,1,1
Kazakhstan,Asia,1992,7749519557,2724900,0.018,7/km²,5101.329,16439095,24917355372,75.33167081,18440081612,0,0,0,0
Kazakhstan,Asia,1993,7969112779,2724900,0.018,7/km²,4813.561,16380672,23409260880,46.73912674,8871031904,0,0,0,0
Kazakhstan,Asia,1994,8154770497,2724900,0.018,7/km²,4167.773,16145766,21250792886,47.1170013,7876550644,0,0,0,0
Kazakhstan,Asia,1995,8333151603,2724900,0.018,7/km²,4213.492,15816243,20374302652,43.54854613,7940652378,0,0,0,0
Kazakhstan,Asia,1996,8497092314,2724900,0.018,7/km²,3758.142,15578227,21035357937,36.00476836,7418919357,0,0,0,0
Kazakhstan,Asia,1997,8652663796,2724900,0.018,7/km²,3375.307,15334405,22165932063,37.44269403,7739646727,0,0,0,0
Kazakhstan,Asia,1998,8802824311,2724900,0.018,7/km²,3278.436,15071640,22135245507,34.85997945,6716763896,0,0,0,0
Kazakhstan,Asia,1999,8927810077,2724900,0.018,7/km²,3149.014,14928374,16870817182,40.11705585,7163702505,0,0,0,0
Kazakhstan,Asia,2000,9076864154,2724900,0.018,7/km²,3258.213,14883626,18291990662,49.09726583,10353710625,0,0,0,0
Kazakhstan,Asia,2001,9220449173,2724900,0.018,7/km²,3611.582,14858335,22152689180,46.9540499,10166980822,0,0,0,0
Kazakhstan,Asia,2002,9381486177,2724900,0.018,7/km²,3691.587,14858948,24636598527,47.04104489,11576895509,0,0,0,0
Kazakhstan,Asia,2003,9560448361,2724900,0.018,7/km²,4004.328,14909019,30833692900,43.04631033,14928755904,0,0,0,0
Kazakhstan,Asia,2004,9748995300,2724900,0.018,7/km²,4152.83,15012984,43151647003,43.90878928,22654791782,0,0,0,0
Kazakhstan,Asia,2005,9950794985,2724900,0.018,7/km²,4166.03,15147029,57123671734,44.56814477,30386570590,0,0,0,0
Kazakhstan,Asia,2006,10171925065,2724900,0.018,7/km²,4356.345,15308085,81003864630,40.47822896,41291961259,0,0,0,0
Kazakhstan,Asia,2007,10399474649,2724900,0.018,7/km²,4611.569,15484192,1.0485E+11,42.84881221,51704450816,0,0,0,0
Kazakhstan,Asia,2008,10628144743,2724900,0.018,7/km²,4783.784,15776938,1.33442E+11,37.14841971,76257078322,0,0,0,0
Kazakhstan,Asia,2009,10851254805,2724900,0.018,7/km²,4633.302,16092822,1.15309E+11,33.92764502,48243335560,0,0,0,0
Kazakhstan,Asia,2010,11100321718,2724900,0.018,7/km²,4804.839,16321872,1.48047E+11,29.8940864,65502334498,0,0,0,0
Kazakhstan,Asia,2011,11339981809,2724900,0.018,7/km²,4959.521,16557202,1.92626E+11,26.65319426,89503237238,0,0,0,0
Kazakhstan,Asia,2012,11585818298,2724900,0.018,7/km²,5231.189,16792090,2.07999E+11,29.61406945,91747467851,0,0,0,0
Kazakhstan,Asia,2013,11839547143,2724900,0.018,7/km²,5714.107,17035551,2.36635E+11,26.79057161,91381274046,0,0,0,0
Kazakhstan,Asia,2014,12118579241,2724900,0.018,7/km²,5202.151,17288285,2.21416E+11,25.63027656,87108795076,0,0,0,0
Kazakhstan,Asia,2015,12407161642,2724900,0.018,7/km²,4933.759,17542806,1.84388E+11,24.5330208,52581502969,0,0,0,0
Kazakhstan,Asia,2016,12695847439,2724900,0.018,7/km²,5026.023,17794055,1.37278E+11,28.46770794,43714755378,0,0,0,0
Kazakhstan,Asia,2017,13003756325,2724900,0.018,7/km²,5397.996,18037776,1.66806E+11,24.427635,54041327349,0,0,0,0
Kazakhstan,Asia,2018,13321035987,2724900,0.018,7/km²,5552.424,18276452,1.7934E+11,25.90273809,67477058330,0,0,0,0
Kazakhstan,Asia,2019,13616904513,2724900,0.018,7/km²,5474.078,18513673,1.81667E+11,28.41962945,66197682052,0,0,0,0
Kazakhstan,Asia,2020,13908240442,2724900,0.018,7/km²,5517.341,18755666,1.71082E+11,26.49753557,52229576023,0,0,0,0
Kenya,Africa,1990,143616464,580367,0.004,93/km²,2234.371,23162269,8572359038,31.32830772,2202462430,0,1,0,0
Kenya,Africa,1991,148325422,580367,0.004,93/km²,2234.371,23918235,8151488783,28.5560669,2204295626,0,1,0,0
Kenya,Africa,1992,153727803,580367,0.004,93/km²,2234.371,24655723,8209120763,26.67049591,2155745830,0,1,0,0
Kenya,Africa,1993,159942483,580367,0.004,93/km²,2234.371,25391830,5751786643,33.95485119,2237653804,0,1,0,0
Kenya,Africa,1994,166364375,580367,0.004,93/km²,2234.371,26133744,7148148564,34.22584439,2647694303,0,1,0,0
Kenya,Africa,1995,173770138,580367,0.004,93/km²,2234.371,26878347,9046320255,39.15404042,2948349669,0,1,0,0
Kenya,Africa,1996,182925077,580367,0.004,93/km²,2234.371,27615736,12045865396,32.11150875,3035630590,0,1,0,0
Kenya,Africa,1997,191044603,580367,0.004,93/km²,2234.371,28364264,13115764358,31.37072951,2975493106,0,1,0,0
Kenya,Africa,1998,200940696,580367,0.004,93/km²,2234.371,29137373,14093998844,28.72798111,2842655388,0,1,0,0
Kenya,Africa,1999,210969575,580367,0.004,93/km²,2234.371,29965129,12896010459,27.35953979,2686591710,0,1,0,0
Kenya,Africa,2000,221360091,580367,0.004,93/km²,126.814,30851606,12705350098,31.72147324,2742776491,0,0,0,0
Kenya,Africa,2001,230596910,580367,0.004,93/km²,139.809,31800343,12986007426,33.01525966,2977896210,0,0,0,0
Kenya,Africa,2002,238416145,580367,0.004,93/km²,140.781,32779823,13147736899,30.27469965,3273519932,0,0,0,0
Kenya,Africa,2003,245003214,580367,0.004,93/km²,147.006,33767122,14904517650,30.04545059,3590023638,0,0,0,0
Kenya,Africa,2004,252442175,580367,0.004,93/km²,153.034,34791836,16095337094,32.86674477,4283010819,0,0,0,0
Kenya,Africa,2005,260780526,580367,0.004,93/km²,160.063,35843010,18737895513,35.96983595,5341992293,0,0,0,0
Kenya,Africa,2006,270116187,580367,0.004,93/km²,167.98,36925253,25825512284,32.25154548,5935978411,0,0,0,0
Kenya,Africa,2007,279656854,580367,0.004,93/km²,168.698,38036793,31958195182,31.97579751,7004914020,0,0,0,0
Kenya,Africa,2008,289567899,580367,0.004,93/km²,161.275,39186895,35895153328,34.90454109,8138887724,0,0,0,0
Kenya,Africa,2009,301534351,580367,0.004,93/km²,160.904,40364444,42347217913,27.17024632,7950667080,0,0,0,0
Kenya,Africa,2010,313279143,580367,0.004,93/km²,172.036,41517895,45405615064,30.2699277,9137589276,0,0,0,0
Kenya,Africa,2011,326207316,580367,0.004,93/km²,174.506,42635144,46869473151,36.8527289,10100126370,0,0,0,0
Kenya,Africa,2012,338195324,580367,0.004,93/km²,179.156,43725806,56396704672,31.7587443,11203175900,0,0,0,0
Kenya,Africa,2013,350965385,580367,0.004,93/km²,186.236,44792368,61671440408,29.67246196,10972694027,0,0,0,0
Kenya,Africa,2014,364738351,580367,0.004,93/km²,171.691,45831863,68285796514,29.6976849,11248585738,0,0,0,0
Kenya,Africa,2015,381039585,580367,0.004,93/km²,205.02,46851488,70120446897,25.19865079,10608335823,0,0,0,0
Kenya,Africa,2016,398195568,580367,0.004,93/km²,191.492,47894670,74815144164,21.61527477,9912815674,0,0,0,0
Kenya,Africa,2017,414517880,580367,0.004,93/km²,210.21,48948137,82036510877,23.25839793,10448711418,0,0,0,0
Kenya,Africa,2018,432534376,580367,0.004,93/km²,216.073,49953304,92202979985,21.87277784,11564075006,0,0,0,0
Kenya,Africa,2019,450881320,580367,0.004,93/km²,217.326,50951450,1.00378E+11,20.33147006,11471244341,0,0,0,0
Kenya,Africa,2020,467027394,580367,0.004,93/km²,2234.371,51985780,1.00658E+11,17.59594944,9703786107,0,1,0,0
Kiribati,Oceania,1990,681504,811,0,162/km²,2234.371,75124,42933296.49,109.0909091,7806053.907,0,1,0,0
Kiribati,Oceania,1991,703488,811,0,162/km²,2234.371,76612,47516817.84,95.08196721,10126534.95,0,1,0,0
Kiribati,Oceania,1992,729136,811,0,162/km²,2234.371,77901,47736272.52,123.0769231,10281658.7,0,1,0,0
Kiribati,Oceania,1993,758448,811,0,162/km²,2234.371,79093,46920900.88,102.8985507,9520182.788,0,1,0,0
Kiribati,Oceania,1994,787760,811,0,162/km²,2234.371,80264,54834542.25,82.66666667,10235781.22,0,1,0,0
Kiribati,Oceania,1995,817072,811,0,162/km²,2234.371,81481,56336650.03,103.9473684,11860347.37,0,1,0,0
Kiribati,Oceania,1996,846384,811,0,162/km²,2234.371,82832,66517302.72,91.76470588,9390678.03,0,1,0,0
Kiribati,Oceania,1997,875696,811,0,162/km²,2234.371,84308,67538482.09,91.20879121,13359260.19,0,1,0,0
Kiribati,Oceania,1998,905008,811,0,162/km²,2234.371,85805,65333691.83,79.80769231,11307754.36,0,1,0,0
Kiribati,Oceania,1999,934320,811,0,162/km²,2234.371,87289,69034484.98,94.39252336,12903642.05,0,1,0,0
Kiribati,Oceania,2000,967296,811,0,162/km²,154.019,88826,67253121.62,93.10344828,8116756.057,0,0,0,0
Kiribati,Oceania,2001,996608,811,0,162/km²,128.139,90531,63099901.63,98.36065574,10344246.17,0,0,0,0
Kiribati,Oceania,2002,1036912,811,0,162/km²,148.898,92400,72197909.01,110.6221329,14126112.5,0,0,0,0
Kiribati,Oceania,2003,1080880,811,0,162/km²,180.099,94302,90231037.53,93.43879938,15565070.43,0,0,0,0
Kiribati,Oceania,2004,1128512,811,0,162/km²,209.949,96224,102370652.9,90.51808674,12502279.83,0,0,0,0
Kiribati,Oceania,2005,1187136,811,0,162/km²,231.805,98164,112136256.3,111.0056293,16036985.87,0,0,0,0
Kiribati,Oceania,2006,1253088,811,0,162/km²,237.437,100083,110237181,85.38717963,11295410.37,0,0,0,0
Kiribati,Oceania,2007,1311712,811,0,162/km²,232.05,101998,132674851.4,83.88203537,20919241.69,0,0,0,0
Kiribati,Oceania,2008,1377664,811,0,162/km²,217.699,103966,141045213,83.2584998,20131222.02,0,0,0,0
Kiribati,Oceania,2009,1432624,811,0,162/km²,213.023,105996,132421039.3,87.16711585,19497905.53,0,0,0,0
Kiribati,Oceania,2010,1491248,811,0,162/km²,230.254,107995,155305602.2,78.55515221,19263245.09,0,0,0,0
Kiribati,Oceania,2011,1546208,811,0,162/km²,235.833,109871,180672702.3,86.7800326,25787472.03,0,0,0,0
Kiribati,Oceania,2012,1597504,811,0,162/km²,233.173,111618,189629954.8,91.1846801,26920659.64,0,0,0,0
Kiribati,Oceania,2013,1648800,811,0,162/km²,229.87,113311,184543120.9,94.16309152,22204137.11,0,0,0,0
Kiribati,Oceania,2014,1707424,811,0,162/km²,231.042,114985,177868200,103.3851543,24338291.43,0,0,0,0
Kiribati,Oceania,2015,1762384,811,0,162/km²,251.535,116707,170292316.8,107.2022249,27045504.06,0,0,0,0
Kiribati,Oceania,2016,1817344,811,0,162/km²,265.149,118513,178507954.9,109.5233693,34195302.75,0,0,0,0
Kiribati,Oceania,2017,1883296,811,0,162/km²,261.377,120362,188540710.2,103.6585366,29124174.75,0,0,0,0
Kiribati,Oceania,2018,1949248,811,0,162/km²,257.566,122261,196501525.7,86.69201521,19426006.34,0,0,0,0
Kiribati,Oceania,2019,2017229,811,0,162/km²,256.533,124241,175181629.3,101.1904762,32672764.19,0,0,0,0
Kiribati,Oceania,2020,2085306,811,0,162/km²,2234.371,126463,177553274.6,83.33333333,21333920.59,0,1,0,0
Kuwait,Asia,1990,782462344,17818,0,240/km²,8818.097,1674938,18427777778,58.07205118,8281249653,0,0,0,0
Kuwait,Asia,1991,797378779,17818,0,240/km²,5306.954,1339500,11009993703,125.7109153,1860913431,0,0,0,0
Kuwait,Asia,1992,827027173,17818,0,240/km²,8829.104,1620633,19858555215,54.21779878,8036810157,0,0,0,0
Kuwait,Asia,1993,876156606,17818,0,240/km²,11383.234,1653645,23941391391,44.28584998,11437086424,0,0,0,0
Kuwait,Asia,1994,931382382,17818,0,240/km²,13741.906,1641106,24848483838,42.33062503,12636363300,0,0,0,0
Kuwait,Asia,1995,985971992,17818,0,240/km²,14772.96,1655222,27186980647,41.96502299,14233635340,0,0,0,0
Kuwait,Asia,1996,1035885631,17818,0,240/km²,15659.019,1703318,31492373309,39.18719708,16465770902,0,0,0,0
Kuwait,Asia,1997,1090556321,17818,0,240/km²,15625.722,1761468,30350190704,39.59073284,16040929754,0,0,0,0
Kuwait,Asia,1998,1142116667,17818,0,240/km²,16374.669,1819544,25943705784,51.09719851,11379595480,0,0,0,0
Kuwait,Asia,1999,1195939321,17818,0,240/km²,16179.197,1877427,30122365849,39.43422358,13836374686,0,0,0,0
Kuwait,Asia,2000,1249324686,17818,0,240/km²,14856.622,1934901,37718743480,30.14615006,21300594617,0,0,0,0
Kuwait,Asia,2001,1306810073,17818,0,240/km²,15328.994,1991674,34889559870,35.54205607,17901278849,0,0,0,0
Kuwait,Asia,2002,1364791112,17818,0,240/km²,15994.583,2047364,38135788414,36.60914582,17014681785,0,0,0,0
Kuwait,Asia,2003,1424415211,17818,0,240/km²,17308.212,2101506,47874582232,34.46366491,24938593077,0,0,0,0
Kuwait,Asia,2004,1487524134,17818,0,240/km²,17623.574,2153481,59439090601,32.3805283,33831014591,0,0,0,0
Kuwait,Asia,2005,1558689894,17818,0,240/km²,18108.551,2235403,80798630137,28.2666192,51691780822,0,0,0,0
Kuwait,Asia,2006,1632079545,17818,0,240/km²,18852.979,2363409,1.01557E+11,24.16735947,66566497574,0,0,0,0
Kuwait,Asia,2007,1706954855,17818,0,240/km²,18301.655,2506769,1.14634E+11,28.31746499,72695222614,0,0,0,0
Kuwait,Asia,2008,1789252115,17818,0,240/km²,18314.713,2650930,1.4738E+11,25.92390673,98390048656,0,0,0,0
Kuwait,Asia,2009,1876207080,17818,0,240/km²,17732.121,2795550,1.05969E+11,29.37743063,62981044877,0,0,0,0
Kuwait,Asia,2010,1965479342,17818,0,240/km²,17934.211,2943356,1.15417E+11,30.35442211,76952063278,0,0,0,0
Kuwait,Asia,2011,2051742047,17818,0,240/km²,17057.683,3143825,1.5408E+11,25.89199206,1.12784E+11,0,0,0,0
Kuwait,Asia,2012,2151816094,17818,0,240/km²,17155.688,3394663,1.74048E+11,26.27954756,1.30069E+11,0,0,0,0
Kuwait,Asia,2013,2233520213,17818,0,240/km²,16255.618,3646518,1.74168E+11,26.74516775,1.23418E+11,0,0,0,0
Kuwait,Asia,2014,2309001921,17818,0,240/km²,16589.822,3761584,1.6265E+11,31.53080162,1.11425E+11,0,0,0,0
Kuwait,Asia,2015,2400350890,17818,0,240/km²,16735.703,3908743,1.14586E+11,44.93332521,61608365575,0,0,0,0
Kuwait,Asia,2016,2501209578,17818,0,240/km²,16650.336,4048085,1.09406E+11,48.52718291,52112121322,0,0,0,0
Kuwait,Asia,2017,2596354200,17818,0,240/km²,16869.812,4124904,1.20688E+11,46.64373086,61787573760,0,0,0,0
Kuwait,Asia,2018,2691929460,17818,0,240/km²,16837.687,4317185,1.38203E+11,45.6199635,79460231954,0,0,0,0
Kuwait,Asia,2019,2788580622,17818,0,240/km²,17003.646,4441100,1.36192E+11,44.88951146,72581299097,0,0,0,0
Kuwait,Asia,2020,2877515699,17818,0,240/km²,2234.371,4360444,1.05949E+11,38.61732798,8681096447,0,1,1,1
Kyrgyzstan,Asia,1990,630297206,199951,0.001,33/km²,2234.371,16348000,26932016270,38.61732798,8681096447,0,1,1,1
Kyrgyzstan,Asia,1991,646299325,199951,0.001,33/km²,2234.371,16451711,24923076923,38.61732798,8681096447,0,1,1,1
Kyrgyzstan,Asia,1992,657380081,199951,0.001,33/km²,2234.371,16439095,24917355372,75.33167081,18440081612,0,1,0,0
Kyrgyzstan,Asia,1993,665882356,199951,0.001,33/km²,2234.371,16380672,23409260880,46.73912674,8871031904,0,1,0,0
Kyrgyzstan,Asia,1994,672029439,199951,0.001,33/km²,2234.371,16145766,21250792886,47.1170013,7876550644,0,1,0,0
